Порт-Оф-Спейн;Port Of Spain;TT;POS
Порту;Porto;PT;OPO
Прага;Prague;ЦЗ;PRG
Прая;Praja;CV;RAI
Превеза;Preveza;GR;PVK
Претория [ЮАР];Pretoria;ZA;PRY
Провиденс;Providence;US;PVD
Пршеров;Presov;ЦЗ;POV
Псков;Pskov;РФ;PKV
Пуатье;Poitiers;FR;PIS
Пула;Pula;HR;PUY
Пусан;Pusan;KR;PUS
Пуэнт-Нуар;Pointe-Noire;CG;PNR
Пхеньян;Pyongyang;KP;FNJ
Пхукет;Phuket;TH;HKT
Пьештяни;Piestany;SK;PZY
Рабат;Rabat;MA;RBA
Радужный;Raduzhnyi;РФ;RAT
Рамштейн;Ramstein [US-Mil];ДЕ;RMS
Рас Эль Хайма;Ras Al Khaimah;АЕ;RKT
Рейкьявик;Reykjavik;IS;REK
Реймс;Reims;FR;RHE
Реннес;Rennes;FR;RNS
Ресифи;Recife;BR;REC
Реус;Reus;ES;REU
Решт;Rasht;IR;RAS
Рига;Riga;LV;RIX
Риека;Rijeka;HR;RJK
Риза-Гохлис;Riesa-Gohlis;ДЕ;ZRX
Рим;Rome;IT;ROM
Римини;Rimini;IT;RMI
Рио-Де-Жанейро;Rio De Janeiro;BR;RIO
Ричмонд;Richmond;US;RID
Рияд;Riyadh;SA;RUH
Рованиеми;Rovaniemi;FI;RVN
Ровно;Rovno;УА;RWN
Родос;Rhodes;GR;RHO
Роннебю;Ronneby;SE;RNB
Ростов-на-Дону;Rostov;РФ;ROV
Роттердам;Rotterdam;NL;RTM
Руан;Rouen;FR;URO
Русе;Rousse;BG;ROU
Рыбинск;Rybinsk;РФ;RYB
Рязань;Ryazan;РФ;RZN
Саарбрюккен;Saarbrucken;ДЕ;SCN
Савонлинна;Savonlinna;FI;SVL
Сайду Шариф;Saidu Sharif;ПК;SDT
Сакраменто;Sacramento;US;SAC
Сал;Sal;CV;SID
Салала;Salalah;OM;SLL
Салехард;Salehard;РФ;SLY
Салоники;Thessaloniki;GR;SKG
Сальвадор;Salvador;BR;SSA
Самара;Samara;РФ;KUF
Самарканд;Samarkand;УЗ;SKD
Самос;Samos;GR;SMI
Самсун;Samsun;ТР;SSX
Сан Бернандино;San Bernandino;US;SBT
Сан Паулу;Sao Paulo;BR;GRU
Сан Томе;San Tome;VE;SOM
Сан Хосе;San Jose;US;SJC
Сана;Sanna;YE;SAH
Сан-Диего;San Diego;US;SAN
Санкт-Петербург;St.Petersburg;РФ;LED
Сан-Сальвадор;San Salvador;SV;SAL
Санта Крус;La Palma;ES;SPC
Санта-Мария;Santa Maria;BR;RIA
Сантандер;Santander;ES;SDR
Санто-Доминго;Santo Domingo;DO;SDQ
Сантьяго;Santiago;CL;SCL
Сантьяго Де Компостела;Santiago;ES;SCQ
Сан-Франциско;San Francisco;US;SFO
Сан-Хосе;San Jose;CR;SJO
Сао Томе;Sao Tome Is;ST;TMS
Саппоро;Sapporo;JP;SPK
Сарагоса;Zaragoza;ES;ZAZ
Сараево;Sarajevo;BA;SJJ
Саранск;Saransk;РФ;SKX
Саратов;Saratov;РФ;RTW
Сату-Маре;Satu Mare;RO;SUJ
Саутхемптон;Southampton;ГБ;SOU
Себха;Sebha;LY;SEB
Северодонецк;Severodoneck;УА;SEV
Севилья;Seville;ES;SVQ
Семипалатинск;Semipalatinsk;КЗ;PLX
Сендай;Sendai;JP;SDJ
Сеннерборг;Sonderborg;DK;SGD
Сент-Этьен;Saint-Etienne;FR;EBU
Сеул;Seoul;KR;SEL
Сиань;Xi An;ЦН;XIY
Сибиу;Sibiu;RO;SBZ
Сибу;Sibu;MY;SBW
Сигонелла;Sigonella[Mil];IT;NSY
Сидней;Sydney;AU;SYD
Силистра;Silistra;BG;SLS
Симферополь;Simferopol;УА;SIP
Сингапур;Singapore;SG;SIN
Синдал;Sindal;DK;CNL
Ситка;Sitka;US;SIT
Сиэтл;Seattle;US;SEA
Скеллефти;Skelleftea;SE;SFT
Скемптон;Scampton;ГБ;SQZ
Скиве;Skive;DK;SQW
Скиен;Skien;NO;SKE
Скитхос;Skiathos;GR;JSI
Сковде;Skovde;SE;KVB
Скопье;Skopje;MK;SKP
Сляц;Sliac;SK;SLD
Смоленск;Smolensk;РФ;LNX
Сонгхла;Songkhla;TH;SGZ
София;Sofia;BG;SOF
Сочи;Sochi;РФ;AER
Сплит;Split;HR;SPU
Ставангер;Stavanger;NO;SVG
Ставрополь;Stavropol;РФ;STW
Стамбул;Istambul;ТР;IST
Стара Загора;Stara Zagora;BG;SZR
Стокгольм;Stockholm;SE;STO
Страсбур;Strasbourg;FR;SXB
Стрежевой;Strezhewoi;РФ;SWT
Сува;Suva;FJ;SUV
Сумы;Sumy;УА;UMY
Сундвел;Sundsvall-Harnosand;SE;SDL
Сурабая;Surabaya;ID;SUB
Сургут;Surgut;РФ;SGC
Сухуми;Sukhumi Babusheri;ГР;SUI
Сыктывкар;Syktyvkar;РФ;SCW
Сяньян;Sanya;ЦН;SYX
Таиф;Taif;SA;TIF
Тайпей;Taipei;TW;TPE
Тайпинг;Taiping;MY;TPG
Тайюань;Taiyun;ЦН;TYN
Такамацу;Takamatsu;JP;TAK
Талдыкорган;Taldy-Kurgan;КЗ;TDK
Таллинн;Tallinn;EE;TLL
Таманрассет;Tamanrasset;DZ;TMR
Тамбов;Tambov;РФ;TBW
Тампа;Tampa;US;TPA
Тампере;Tampere;FI;TMP
Тандер-Бей;Thunder Bay;CA;YQT
Танжер;Tangier;MA;TNG
Тараз;;КЗ;DMB
Тарту;Tartu;EE;TAY
Татры;Tatry;SK;TAT
Ташкент;Tashkent;УЗ;TAS
Тбилиси;Tbilisi;ГР;TBS
Тебриз;Tebriz;IR;TBZ
Тегеран;Tehran;IR;THR
Тель-Авив;Tel Aviv;IL;TLV
Тенерифе;Tenerife;ES;TCI
Термез;Termez;УЗ;TMJ
Тернополь;Ternopol;УА;TNL
Тетерборо;Teterboro;US;TEB
Тиват;Tivat;YU;TIV
Тикси;Tiksi;РФ;IKS
Тимишоара;Timisoara;RO;TSR
Тирана;Tirana;AL;TIA
Тиргу Муреш;Tirgu Mures;RO;TGM
Тобольск;Tobolsk;РФ;TOX
Токио;Tokyo;JP;TYO
Томск;Tomsk;РФ;TOF
Торонто;Toronto;CA;YYZ
Торреон;Torreon Intl;MX;TRC
Тоттори;Tottori;JP;TTJ
Тояма;Toyama;JP;TOY
Трабзон;Trabzon;ТР;TZX
Траверс Сити;Treverse City;US;TVC
Трапани;Trapani;IT;TPS
Трентон;Trenton;US;TTN
Трентон;Trenton;CA;YTR
Тривандрум;Trivandrum;ИН;TRV
Триест;Trieste;IT;TRS
Триполи;Tripoli;LY;TIP
Тролльхеттан;Trollhattan;SE;THN
Тромсе;Tromso;NO;TOS
Тронхейм;Trondheim;NO;TRD
Тула;Tula;РФ;TYA
Тулон;Toulon;FR;TLN
Тулуза;Toulouse;FR;TLS
Тулча;Tulcea;RO;TCE
Тунис;Tunis;TN;TUN
Тур;Tours;FR;TUF
Турин;Turin;IT;TRN
Туркменабат;Turkmenabad;ТМ;CRZ
Туркменбаши;Krasnovodsk;ТМ;KRW
Турку;Turku;FI;TKU
Тында;Tynda;РФ;TYD
Тэгу;Taegu;KR;TAE
Тюмень;Tyumen;РФ;TJM
Тяньцзинь;Tianjin;ЦН;TSN
Уагадугу;Ouagadougou;BF;OUA
Уайтхорс;Whitehorse;CA;YXY
Уден;Uden;NL;UDE
Ужгород;Uzhgorod;УА;UDJ
Улан-Батор;Ulan Bator;MN;ULN
Улан-Удэ;Ulan-Ude;РФ;UUD
Ульгий;Ulgii;MN;ULG
Ульяновск;Ulyanovsk;РФ;ULY
Умео;Umea;SE;UME
Унайаклит;Unalakleet;US;UNK
Уотсон Лейк;Watson Lake;CA;YQH
Урай;Uraj;РФ;URJ
Уральск;Uralsk;КЗ;URA
Ургенч;Urgench;УЗ;UGC
Урумчи;Urumqi;ЦН;URC
Усинск;Usinsk;РФ;USK
Усть-Илимск;Ust-Ilimsk;РФ;UIK
Усть-Каменогорск;Ust-Kamenogorsk;КЗ;UKK
Усть-Кут;Ust-Kut;РФ;UKX
Утапао;Utapao;TH;UTP
Уфа;Ufa;РФ;UFA
Ухта;Ukhta;РФ;UCT
Фарнборо;Farnborough;ГБ;FAB
Фаро;Faro;PT;FAO
Фергана;Fergana;УЗ;FEG
Фес;Fez;MA;FEZ
Филадельфия;Philadelphia;US;PHL
Флоренция;Florence;IT;FLR
Флоро;Floro;NO;FRO
Форли;Forli;IT;FRL
Франкистоун;Francistown;BW;FRW
Франкфурт-на-Майне;Frankfurt;ДЕ;FRA
Фридрихсхафен;Friedrichshafen;ДЕ;FDH
Фритаун;Freetown;SL;FNA
Фрозиноне;Frosinone [Mil];IT;QFR
Фукуока;Fukuoka;JP;FUK
Фукусима;Fukushima;JP;FKS
Фэрбанкс;Fairbanks;US;FAI
Хабаровск;Khabarovsk;РФ;KHV
Хайдерабад [ИНД];Hyderabad;ИН;HYD
Хайдерабад [ПАК];Hyderabad;ПК;HDD
Хайкоу;Haikou;ЦН;HAK
Хайлар;Hailar;ЦН;HLD
Хакодате;Hakodate;JP;HKD
Халтсфред;Hultsfred;SE;HLF
Хальмстад;Halmstad;SE;HAD
Хамберсайд;Humberside;ГБ;HUY
Хана;Hana;US;HNM
Ханой;Hanoi;VN;HAN
Ханчжоу;Hangzhou;ЦН;HGH
Ханья;Chania;GR;CHQ
Хараре;Harare;ZW;HRE
Харбин;Harbin;ЦН;HRB
Харгейса;Hargeisa;SO;HGA
Хартум;Khartoum;SD;KRT
Хартфорд;Hartford;US;HFD
Харьков;Kharkov;УА;HRK
Хатанга;Hatanga;РФ;HTG
Хафар-эль-Батин;Hafr Albatin;SA;HBT
Хейхе;Heihe;ЦН;HEK
Хельсинки;Helsinki;FI;HEL
Херсон;Kherson;УА;KHE
Хетфилд;Hatfield;ГБ;HTF
Хиос;Chios;GR;JKH
Хиросима;Hiroshima;JP;HIJ
Хмельницкий;Khmelnitskiy;УА;HMJ
Хогезанд;Haugesund;NO;HAU
Ходейда;Hodeidah;YE;HOD
Хомер;Homer;US;HOM
Хон;Houn;LY;HUQ
Хотан;Hotan;ЦН;HTN
Хоф;Hof;ДЕ;HOQ
Хошимин;Ho Chi Minh City;VN;SGN
Худжанд;Khudzhand;ТД;LBD
Худиксвалль;Hudiksvall;SE;HUV
Хургада;Hurghada;EG;HRG
Хух-Хото;Hohhot;ЦН;HET
Хьерес;Hyeres;FR;XHE
Хьюстон;Houston;US;HOU
Цзямусы;Jiamusi;ЦН;JMU
Цинциннати;Cincinnati;US;CVG
Цюрих;Zurich;CH;ZRH
Чанг Май;Chiang Mai;TH;CNX
Чангд;Changde;ЦН;CGD
Чангчун;Changchun;ЦН;CGQ
Чебоксары;Cheboksary;РФ;CSY
Чеджу;Jeju;KR;CJU
Челябинск;Chelyabinsk;РФ;CEK
Ченгду;Chengdu;ЦН;CTU
Череповец;Cherepovets;РФ;CEE
Черкассы;Cherkassy;УА;CKC
Чернигов;Chernigov;УА;CEJ
Черновцы;Chernovtsy;УА;CWC
Черский;Cherskiy;РФ;CYX
Честер;Chester;ГБ;CEG
Чжанчжоу;Zhengzhou;ЦН;CGO
Чикаго;Chicago;US;CHI
Чита;Chita;РФ;HTA
Чокурдах;Chokurdah;РФ;CKH
Чульман;Chulman;РФ;CNN
Шамбери;Chambery;FR;CMF
Шаннон;Shannon;IE;SNN
Шанхай;Shanghai;ЦН;SHA
Шарджа;Sharjah;АЕ;SHJ
Шарм Эль Шейх;Sharm El Sheikh;EG;SSH
Шатору;Chateauroux;FR;CHR
Шверин;Schwerin;ДЕ;SZW
Шемью;Shemya AFB;US;SYA
Шеньян;Shenyang;ЦН;SHE
Шербур;Cherbourg;FR;CER
Шираз;Shiraz;IR;SYZ
Шицзячжуань;Shijiazhuang;ЦН;SJW
Шлезвиг;Schleswig-Kropp;ДЕ;QWI
Шонай;Shonai;JP;SYO
Шпейер;Speyer;ДЕ;ZQC
Штаунинг;Stauning;DK;STA
Штутгарт;Stuttgart;ДЕ;STR
Шымкент;Shimkent;КЗ;CIT
Шяуляй;Sauliaj;LT;HLJ
Щецин;Szczecin;PL;SZZ
Эверетт;Everett;US;PAE
Эврё;Evreux;FR;EVX
Эдинбург;Edinburgh;ГБ;EDI
Эдмонтон;Edmonton;CA;YEA
Эйлат;Elat;IL;ETH
Эйндховен;Eindhoven;NL;EIN
Экибастуз;Ekibastuz;КЗ;EKB
Эксетер;Exeter;ГБ;EXT
Элиста;Elista;РФ;ESL
Эль Айн;Al Ain;АЕ;AAN
Эль Борма;El Borma;TN;EBM
Энсхеде;Enschede;NL;ENS
Энтеббе;Entebbe;UG;EBB
Эпиналь;Epinal;FR;EPL
Эрзинджан;Erzincan;ТР;ERC
Эрзурум;Erzurum;ТР;ERZ
Эрфурт;Erfurt;ДЕ;ERF
Ювяскюля;Jyvaskyla;FI;JYV
Южно-Сахалинск;Yuzhno-Sakhalinsk;РФ;UUS
Юнг Пандунг;Ujung Pandang;ID;UPG
Якутат;Yakutat;US;YAK
Якутск;Yakutsk;РФ;YKS
Ямагата;Yamagata;JP;GAJ
Янгон;Yangon;MM;RGN
Янина;Ioannina;GR;IOA
Ярославль;Yaroslavl;РФ;IAR
Яссы;Iasi;RO;IAS
